序号,province,year,文件名,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength
1148,天津 14,2021,天津市财政局关于公开征集政府和社会资本合作...(FBM-CLI.14.5202500).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.125
1149,天津 14,2021,天津市财政局关于更新政府和社会资本合作(PPP)在...(FBM-CLI.14.5202501).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.125
1150,天津 14,2022,天津市财政局关于转发《财政部关于进一步推动...(FBM-CLI.12.5670875).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
1151,四川 78,2014,攀枝花市人民政府办公室关于印发《攀枝花市政...(FBM-CLI.14.1042911).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1152,四川 78,2015,乐山市人民政府办公室转发市财政局、市发改委...(FBM-CLI.12.1101482).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1153,四川 78,2015,内江市人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.1156133).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1154,四川 78,2015,内江市人民政府办公室关于印发《内江市“政府...(FBM-CLI.12.1156202).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1155,四川 78,2015,双流县人民政府关于印发《双流县规范有序推行...(FBM-CLI.12.9158352).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1156,四川 78,2015,四川省人民政府关于在公共服务领域推广政府与...(FBM-CLI.12.1116222).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1157,四川 78,2015,四川省环境保护厅、四川省财政厅关于申报政府...(FBM-CLI.14.5455657).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
1158,四川 78,2015,四川省财政厅、四川省发展和改革委员会关于印...(FBM-CLI.12.5257317).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1159,四川 78,2015,四川省财政厅、四川省国土资源厅、四川省住房...(FBM-CLI.14.5257300).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1160,四川 78,2015,四川省财政厅关于2015年四川省“政府与社会资本...(FBM-CLI.14.5255131).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1161,四川 78,2015,四川省财政厅关于公布政府与社会资本合作财政...(FBM-CLI.12.5255165).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
1162,四川 78,2015,四川省财政厅关于印发《四川省省级财政支持政...(FBM-CLI.12.5260296).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1163,四川 78,2015,四川省财政厅关于征集政府与社会资本合作(PPP)咨...(FBM-CLI.14.5255151).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1164,四川 78,2015,四川省财政厅关于征集政府与社会资本合作(PPP)咨...(FBM-CLI.14.5255152).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1165,四川 78,2015,广元市人民政府关于开展政府和社会资本合作的...(FBM-CLI.14.1120669).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
1166,四川 78,2015,广元市人民政府办公室关于增补广元市政府和社...(FBM-CLI.14.1082524).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625
1167,四川 78,2015,广元市人民政府办公室关于建立政府与社会资本...(FBM-CLI.14.1662345).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
1168,四川 78,2015,成都市人民政府关于印发成都市规范有序推行政...(FBM-CLI.12.1150822).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1169,四川 78,2015,眉山市人民政府关于在公共服务领域推广运用政...(FBM-CLI.14.1696727).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1170,四川 78,2015,自贡市人民政府办公室印发关于推广政府和社会...(FBM-CLI.12.1099128).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1171,四川 78,2015,资阳市人民政府关于在公共服务领域推广政府与...(FBM-CLI.12.1156272).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1172,四川 78,2016,凉山州人民政府关于在公共服务领域推广政府与...(FBM-CLI.12.1183570).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1173,四川 78,2016,四川省发展和改革委员会转发《国家发展改革委...(FBM-CLI.14.6841596).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1174,四川 78,2016,四川省财政厅关于2016年省级财政支持政府与社会...(FBM-CLI.14.5255074).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
1175,四川 78,2016,四川省财政厅关于征集建立四川省政府与社会资...(FBM-CLI.14.1234193).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1176,四川 78,2016,四川省财政厅关于政府与社会资本合作(PPP)咨询服...(FBM-CLI.12.1234194).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1177,四川 78,2016,四川省财政厅对省政协十一届四次会议第1059号提...(FBM-CLI.14.5263487).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1178,四川 78,2016,四川省财政厅对省政协十一届四次会议第609号提...(FBM-CLI.14.5263517).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1179,四川 78,2016,巴中市人民政府关于在公共服务领域推广政府和...(FBM-CLI.12.1264145).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1180,四川 78,2016,德阳市人民政府关于在公共服务领域推广政府和...(FBM-CLI.12.1236676).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1181,四川 78,2016,成都市金牛区人民政府关于印发金牛区规范有序...(FBM-CLI.12.9149135).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.5
1182,四川 78,2016,攀枝花市关于在公共服务领域推广政府与社会资...(FBM-CLI.12.1230297).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1183,四川 78,2016,绵阳市人民政府办公室关于印发《绵阳市市级政...(FBM-CLI.12.1660381).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
1184,四川 78,2016,绵阳市人民政府印发《关于在公共服务领域推广...(FBM-CLI.12.1660399).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.75
1185,四川 78,2016,自贡市人民政府办公室印发《自贡市政府系统公...(FBM-CLI.12.1228812).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.0
1186,四川 78,2016,达州市人民政府关于印发达州市市级政府和社会...(FBM-CLI.12.1244520).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1187,四川 78,2017,南充市人民政府关于推广政府和社会资本合作模...(FBM-CLI.14.1676636).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1188,四川 78,2017,四川省交通运输厅关于高速公路政府与社会资本...(FBM-CLI.14.5263095).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1189,四川 78,2017,四川省人民政府办公厅关于印发四川省“十三五...(FBM-CLI.14.1257531).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.125
1190,四川 78,2017,四川省发展和改革委员会、四川省财政厅、四川...(FBM-CLI.12.1435044).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1191,四川 78,2017,四川省民政厅关于同意四川省推进政府和社会资...(FBM-CLI.14.5362640).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
1192,四川 78,2017,四川省环境保护厅关于征集流域污染治理政府和...(FBM-CLI.12.1807027).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.375
1193,四川 78,2017,四川省财政厅关于公布2017年全省政府与社会资本...(FBM-CLI.14.5255030).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
1194,四川 78,2017,四川省财政厅关于四川省政府与社会资本合作(...(FBM-CLI.14.5255070).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1195,四川 78,2017,四川省财政厅对省十二届人大五次会议第741号建...(FBM-CLI.14.5263440).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625
1196,四川 78,2017,宜宾市人民政府办公室关于印发宜宾市2017年政府...(FBM-CLI.14.1681477).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1197,四川 78,2017,巴中市人民政府办公室关于下达2017年巴中市市级...(FBM-CLI.14.1287225).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.5
1198,四川 78,2017,德阳市人民政府办公室关于印发《德阳市城镇污...(FBM-CLI.12.1419451).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1199,四川 78,2017,成都市人民政府关于进一步推进政府和社会资本...(FBM-CLI.12.1420141).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
1200,四川 78,2017,攀枝花市人民政府办公室关于印发《攀枝花市政...(FBM-CLI.12.1406036).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
1201,四川 78,2018,四川省交通运输厅关于省十三届人大一次会议第...(FBM-CLI.14.5323253).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
1202,四川 78,2018,四川省财政厅、四川省发展和改革委员会关于做...(FBM-CLI.14.5257204).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1203,四川 78,2018,四川省财政厅、四川省发展和改革委员会关于公...(FBM-CLI.14.5257205).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1204,四川 78,2018,四川省财政厅关于2018年普惠金融发展政府和社会...(FBM-CLI.14.5254890).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.75
1205,四川 78,2018,四川省财政厅关于2018年省级财政支持政府与社会...(FBM-CLI.14.5254891).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
1206,四川 78,2018,四川省财政厅关于印发《2018年全省政府与社会资...(FBM-CLI.14.5257212).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1207,四川 78,2018,四川省财政厅关于印发《四川省政府与社会资本...(FBM-CLI.12.5245681).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1208,四川 78,2018,四川省财政厅关于印发《四川省省级财政支持政...(FBM-CLI.12.5247262).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625
1209,四川 78,2018,宜宾市人民政府办公室关于印发宜宾市2018年政府...(FBM-CLI.14.1681470).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.0
1210,四川 78,2018,成都市经济和信息化委员会关于开展2018年环保领...(FBM-CLI.14.6306376).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1211,四川 78,2019,四川省政府与社会资本合作(PPP)专家库专家名单公...(FBM-CLI.14.5257602).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.25
1212,四川 78,2020,四川省财政厅、四川省发展和改革委员会、四川...(FBM-CLI.14.5276839).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
1213,四川 78,2020,四川省财政厅关于印发《四川省政府与社会资本...(FBM-CLI.12.1584560).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1214,四川 78,2020,四川省财政厅关于进一步支持民营资本参与政府...(FBM-CLI.12.1582195).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.25
1215,四川 78,2020,四川省财政厅对省政协十二届三次会议第0135号提...(FBM-CLI.14.5263276).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1216,四川 78,2020,四川省财政厅对省政协十二届三次会议第1149号提...(FBM-CLI.14.5263282).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1217,四川 78,2021,四川省交通运输厅、四川省财政厅关于印发《四...(FBM-CLI.12.4065288).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375
1218,四川 78,2021,四川省财政厅、四川省文化和旅游厅关于印发《...(FBM-CLI.14.5122680).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
1219,四川 78,2021,四川省财政厅对省政协十二届四次会议第0259号提...(FBM-CLI.14.5255200).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1220,四川 78,2022,四川省交通运输厅、四川省发展和改革委员会、...(FBM-CLI.12.5577262).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1221,四川 78,2022,四川省政府与社会资本合作(PPP)专家库专家名单公...(FBM-CLI.14.5494340).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.25
1222,四川 78,2022,四川省财政厅关于印发《四川省政府与社会资本...(FBM-CLI.12.5658978).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1223,四川 78,2022,四川省财政厅关于征集政府与社会资本合作(PPP)专...(FBM-CLI.14.5257506).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1224,四川 78,2023,四川省财政厅关于印发《四川省省级财政支持政...(FBM-CLI.12.7031891).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625
1225,四川 78,2024,四川省交通运输厅关于印发《四川省收费公路政...(FBM-CLI.14.7574201).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.125
1226,四川 78,,四川省财政厅对省政协十一届五次会议第0016号提...(FBM-CLI.14.5263435).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1227,四川 78,,四川省财政厅对省政协十一届四次会议第66号提...(FBM-CLI.14.5263497).txt,0,0_四川省_四川省 财政厅_综合 补助_财政厅 四川省,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1228,四川 78,,成都市发展和改革委员会关于面向社会征集政府...(FBM-CLI.14.6349378).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.625
1229,吉林省,2015,吉林省人民政府关于创新重点领域投融资机制鼓...(FBM-CLI.12.1099858).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1230,吉林省,2015,吉林省人民政府办公厅关于加快推进高速公路建...(FBM-CLI.14.1148783).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1231,吉林省,2015,吉林省人民政府办公厅转发省财政厅省发展改革...(FBM-CLI.12.1137961).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
1232,吉林省,2015,四平市人民政府关于印发创新重点领域投融资机...(FBM-CLI.12.1154643).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
1233,吉林省,2015,通化市人民政府办公室关于印发政府和社会资本...(FBM-CLI.14.3947284).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1234,吉林省,2015,长春市人民政府办公厅关于印发长春市政府和社...(FBM-CLI.14.6746416).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1235,吉林省,2016,吉林市人民政府关于进一步规范政府和社会资本...(FBM-CLI.12.1257167).txt,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0
1236,吉林省,2016,四平市人民政府关于创新重点领域投融资机制鼓...(FBM-CLI.12.1286953).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1237,吉林省,2017,吉林省人民政府办公厅关于印发吉林省政务诚信...(FBM-CLI.12.1419495).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1238,吉林省,2017,白山市人民政府办公室关于印发白山市本级政府...(FBM-CLI.12.1401736).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
1239,吉林省,2017,辽源市人民政府办公室关于印发辽源市政务诚信...(FBM-CLI.14.6589363).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1240,吉林省,2017,通化市人民政府办公室关于政府和社会资本合作...(FBM-CLI.12.1400588).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
1241,吉林省,2017,长春市财政局关于转发《政府和社会资本合作(...(FBM-CLI.12.4469881).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
1242,吉林省,2017,长春市财政局关于转发《财政部政府和社会资本...(FBM-CLI.12.4469880).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
1243,吉林省,2018,吉林省财政厅关于印发吉林省财政厅政府和社会...(FBM-CLI.12.3223578).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.375
1244,吉林省,2018,吉林省财政厅关于组建吉林省财政厅政府和社会...(FBM-CLI.14.8594001).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.75
1245,吉林省,2018,吉林省财政厅关于规范政府和社会资本合作(PPP)项...(FBM-CLI.12.3223584).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.0
1246,吉林省,2018,吉林省财政厅关于转发《财政部关于公布第四批...(FBM-CLI.14.3223587).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1247,吉林省,2018,白山市人民政府办公室关于印发白山市政务诚信...(FBM-CLI.14.1500774).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1248,吉林省,2018,辽源市人民政府关于印发辽源市社会信用体系建...(FBM-CLI.14.1453266).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1249,吉林省,2018,长春市人民政府办公厅关于印发长春市政府和社...(FBM-CLI.12.1435707).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1250,吉林省,2018,长春市人民政府办公厅关于推广政府和社会资本...(FBM-CLI.12.1435708).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
1251,吉林省,2018,长春市财政局关于转发《关于规范政府和社会资...(FBM-CLI.12.4481823).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.0
1252,吉林省,2018,长春市财政局关于进一步规范政府和社会资本合...(FBM-CLI.12.4481849).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.5
1253,吉林省,2019,吉林省财政厅关于转发《财政部关于推进政府和...(FBM-CLI.12.3290637).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1254,吉林省,2019,吉林省财政厅关于转发《财政部关于推进政府和...(FBM-CLI.12.3294924).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1255,吉林省,2019,白山市人大常委会关于批准《白山市人民政府关...(FBM-CLI.14.7466320).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
1256,吉林省,2019,长春市财政局关于转发《财政部关于推进政府和...(FBM-CLI.12.4471250).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
1257,吉林省,2020,吉林省农业农村厅关于推荐农业农村领域政府和...(FBM-CLI.14.5129886).txt,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
1258,北京 37,2015,丰台区财政局关于转发《政府和社会资本合作项...(FBM-CLI.12.5411945).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
1259,北京 37,2015,北京市人民政府办公厅关于在公共服务领域推广...(FBM-CLI.12.1133475).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1260,北京 37,2015,北京市财政局关于转发《政府和社会资本合作项...(FBM-CLI.12.1039165).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1261,北京 37,2016,北京市财政局、北京市发展和改革委员会关于公...(FBM-CLI.14.1186650).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
1262,北京 37,2016,北京市财政局、北京市发展改革委转发关于进一...(FBM-CLI.12.1210475).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
1263,北京 37,2016,北京市财政局、北京市规划和国土资源管理委员...(FBM-CLI.12.1240586).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125
1264,北京 37,2016,北京市财政局转发财政部关于在公共服务领域深...(FBM-CLI.14.7203921).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1265,北京 37,2016,北京市财政局转发财政部等部委关于组织开展第...(FBM-CLI.14.1204890).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
1266,北京 37,2016,北京市通州区人民政府办公室关于通州区在公共...(FBM-CLI.12.1231355).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
1267,北京 37,2016,北京财政局转发财政部关于推广运用政府和社会...(FBM-CLI.12.7205729).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1268,北京 37,2017,北京市密云区人民政府关于印发在公共服务领域...(FBM-CLI.12.4591396).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1269,北京 37,2017,北京市密云区人民政府关于印发密云区污水治理...(FBM-CLI.14.1480922).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5
1270,北京 37,2017,北京市怀柔区人民政府办公室关于印发《怀柔区...(FBM-CLI.12.4753622).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.0
1271,北京 37,2017,北京市财政局、北京市民政局、北京市人力资源...(FBM-CLI.12.7203790).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
1272,北京 37,2017,北京市财政局关于修订《北京市推广政府和社会...(FBM-CLI.12.1411912).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
